race_date,race_month,race_quarter,race_year,raceTime,circ_name,location,country,driverRef,driver_age,driver_nation,Avg_lap_time,AvgPitDurationMS,positionOrder,tot_laps,cons_name,cons_nation,Avg_stop,Accident
2022-08-28,8,3,2022,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,max_verstappen,24,Dutch,117111.2,22602,1,44,Red Bull,Austrian,1.5,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,albon,23,Thai,102030.2,27006,5,56,Red Bull,Austrian,2,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,alonso,32,Spanish,97004.04,21943.5,2,70,Ferrari,Italian,1.5,0
2017-09-03,9,3,2017,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,vettel,30,German,86200.55,24307,3,53,Ferrari,Italian,1,0
2018-06-24,6,2,2018,14:10:00,Circuit Paul Ricard,Le Castellet,France,leclerc,20,Monegasque,103872.8,25026,10,53,Sauber,Swiss,1,0
2016-05-29,5,2,2016,12:00:00,Circuit de Monaco,Monte-Carlo,Monaco,perez,26,Mexican,92089.2,25661,3,78,Force India,Indian,1.5,0
2023-10-08,10,4,2023,17:00:00,Losail International Circuit,Al Daayen,Qatar,russell,25,British,92864.69,31183.25,4,57,Mercedes,German,2.5,0
2022-10-23,10,4,2022,19:00:00,Circuit of the Americas,Austin,USA,albon,26,Thai,110834.7,24467.5,13,56,Williams,British,1.5,0
2014-11-23,11,4,2014,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,vettel,27,German,109357.5,22352.5,8,55,Red Bull,Austrian,1.5,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,max_verstappen,25,Dutch,98402.66,29056,1,52,Red Bull,Austrian,1,0
2020-08-09,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,albon,24,Thai,92714.21,28137.5,5,52,Red Bull,Austrian,1.5,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,alonso,33,Spanish,93029.91,20140.8,5,69,McLaren,British,3,0
2023-03-05,3,1,2023,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,russell,25,British,99870.34,25734,7,57,Mercedes,German,1.5,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,norris,19,British,102257.4,25227,7,56,McLaren,British,1.5,0
2014-04-06,4,2,2014,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,rosberg,28,German,104979.4,24879,2,57,Mercedes,German,1.5,0
2022-04-10,4,2,2022,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,ocon,25,French,91866.05,19128,7,58,Alpine F1 Team,French,1,0
2014-06-08,6,2,2014,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,rosberg,28,German,85100.95,24492,2,70,Mercedes,German,1.5,0
2014-07-06,7,3,2014,12:00:00,Silverstone Circuit,Silverstone,UK,hulkenberg,26,German,171169,29579,8,52,Force India,Indian,1,0
2023-11-19,11,4,2023,06:00:00,Las Vegas Strip Street Circuit,Las Vegas,United States,leclerc,26,Monegasque,107007.2,22559,2,50,Ferrari,Italian,1,0
2024-03-24,3,1,2024,04:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,sainz,29,Spanish,83221.43,17669.5,1,58,Ferrari,Italian,1.5,0
2017-04-09,4,2,2017,06:00:00,Shanghai International Circuit,Shanghai,China,raikkonen,37,Finnish,105432.8,20569.5,5,56,Ferrari,Italian,2.5,0
2021-10-10,10,4,2021,12:00:00,Istanbul Park,Istanbul,Turkey,hamilton,36,British,94929.57,22684,5,58,Mercedes,German,1,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,kvyat,21,Russian,92401.93,19922.2,2,69,Red Bull,Austrian,3,0
2021-11-14,11,4,2021,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,leclerc,24,Monegasque,78765.75,20361.25,5,71,Ferrari,Italian,2.5,0
2018-04-29,4,2,2018,12:10:00,Baku City Circuit,Baku,Azerbaijan,hamilton,33,British,122044.9,20853,1,51,Mercedes,German,1.5,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,max_verstappen,20,Dutch,102621.7,22655.5,5,56,Red Bull,Austrian,1.5,0
2020-08-30,8,3,2020,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,albon,24,Thai,115715.3,22738,6,44,Red Bull,Austrian,1,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,raikkonen,36,Finnish,86845.13,21904,6,70,Ferrari,Italian,1.5,0
2015-03-15,3,1,2015,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,vettel,27,German,95665.34,22694,3,58,Ferrari,Italian,1,0
2019-06-09,6,2,2019,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,leclerc,21,Monegasque,76454,23732,3,70,Ferrari,Italian,1,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,norris,23,British,72675.13,20484.67,4,71,McLaren,British,2,0
2023-07-30,7,3,2023,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,kevin_magnussen,30,Danish,114822.8,23605,15,44,Haas F1 Team,American,1.5,0
2016-06-12,6,2,2016,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,vettel,28,German,78147.24,22479,2,70,Ferrari,Italian,1.5,0
2022-07-24,7,3,2022,13:00:00,Circuit Paul Ricard,Le Castellet,France,stroll,23,Canadian,103106.8,39844,10,53,Aston Martin,British,1,0
2014-04-20,4,2,2014,07:00:00,Shanghai International Circuit,Shanghai,China,hamilton,29,British,103800.2,23483.5,1,54,Mercedes,German,1.5,0
2013-04-21,4,2,2013,12:00:00,Bahrain International Circuit,Sakhir,Bahrain,webber,36,Australian,101714.8,21350,7,57,Red Bull,Austrian,2,0
2013-07-28,7,3,2013,12:00:00,Hungaroring,Budapest,Hungary,grosjean,27,French,88310.57,20806.25,6,70,Lotus F1,British,2.5,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,maldonado,29,Venezuelan,121195.2,29503.5,12,60,Lotus F1,British,2.5,0
2016-06-19,6,2,2016,13:00:00,Baku City Circuit,Baku,Azerbaijan,massa,35,Brazilian,110936.1,19651.5,10,51,Williams,British,1.5,0
2022-07-03,7,3,2022,14:00:00,Silverstone Circuit,Silverstone,UK,kevin_magnussen,29,Danish,159517.3,1546543,10,52,Haas F1 Team,American,1.5,0
2021-11-21,11,4,2021,14:00:00,Losail International Circuit,Al Daayen,Qatar,sainz,27,Spanish,90357.58,25639,7,57,Ferrari,Italian,1,0
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,albon,23,Thai,98145.73,20935,6,64,Toro Rosso,Italian,2.5,0
2021-08-29,8,3,2021,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,stroll,22,Canadian,241179,0,20,1,Aston Martin,British,,0
2021-05-09,5,2,2021,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,hamilton,36,British,84661.82,22149,1,66,Mercedes,German,1.5,0
2023-05-28,5,2,2023,13:00:00,Circuit de Monaco,Monte-Carlo,Monaco,gasly,27,French,84542.84,26925.5,7,78,Alpine F1 Team,French,1.5,0
2014-06-22,6,2,2014,12:00:00,Red Bull Ring,Spielberg,Austria,rosberg,28,German,74295.44,21569,1,71,Mercedes,German,1.5,0
2014-06-22,6,2,2014,12:00:00,Red Bull Ring,Spielberg,Austria,hulkenberg,26,German,74917.09,22083,9,71,Force India,Indian,1.5,0
2014-03-16,3,1,2014,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,bottas,24,Finnish,98707.88,29019,5,57,Williams,British,1.5,0
2023-03-19,3,1,2023,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,ocon,26,French,98554.52,20762,8,50,Alpine F1 Team,French,1,0
2022-09-04,9,3,2022,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,albon,26,Thai,81016.16,18464.5,12,72,Williams,British,2.5,0
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,russell,21,British,98401.23,20885.8,11,64,Williams,British,3,0
2018-10-07,10,4,2018,05:10:00,Suzuka Circuit,Suzuka,Japan,grosjean,32,French,100457.7,23692,8,53,Haas F1 Team,American,1,0
2019-12-01,12,4,2019,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,max_verstappen,22,Dutch,102954.3,21023,2,55,Red Bull,Austrian,1,0
2017-06-11,6,2,2017,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,hamilton,32,British,79787.91,23061,1,70,Mercedes,German,1,0
2022-10-09,10,4,2022,05:00:00,Suzuka Circuit,Suzuka,Japan,perez,32,Mexican,133252.5,208919.5,2,28,Red Bull,Austrian,1.5,0
2021-09-12,9,3,2021,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,vettel,34,German,93188.41,25542,12,53,Aston Martin,British,1.5,0
2014-06-08,6,2,2014,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,vettel,26,German,85115.38,23622,3,70,Red Bull,Austrian,1.5,0
2013-10-27,10,4,2013,09:30:00,Buddh International Circuit,Uttar Pradesh,India,hamilton,28,British,92077.7,23560,6,60,Mercedes,German,1.5,0
2021-03-28,3,1,2021,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,ricciardo,31,Australian,99819.66,24671.5,7,56,McLaren,British,1.5,0
2020-07-12,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,max_verstappen,22,Dutch,70484.24,21014,3,71,Red Bull,Austrian,1.5,0
2023-03-19,3,1,2023,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,hamilton,38,British,98119.18,21102,5,50,Mercedes,German,1,0
2022-11-13,11,4,2022,18:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,leclerc,25,Monegasque,83415.28,25458.67,4,71,Ferrari,Italian,2,0
2013-06-30,6,2,2013,12:00:00,Silverstone Circuit,Silverstone,UK,chilton,22,British,108598.4,25866,17,52,Marussia,Russian,1.5,0
2020-09-06,9,3,2020,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,raikkonen,40,Finnish,121931.5,772719.5,13,53,Alfa Romeo,Swiss,1.5,0
2023-07-30,7,3,2023,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,ricciardo,34,Australian,114852.8,23066.5,16,44,AlphaTauri,Italian,1.5,0
2020-08-09,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,sainz,25,Spanish,93385.83,32318,13,52,McLaren,British,1.5,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,maldonado,30,Venezuelan,119374.6,26117,8,56,Lotus F1,British,2,0
2021-04-18,4,2,2021,13:00:00,Autodromo Enzo e Dino Ferrari,Imola,Italy,tsunoda,20,Japanese,117821.9,528453.3,12,63,AlphaTauri,Italian,2,0
2021-07-04,7,3,2021,13:00:00,Red Bull Ring,Spielberg,Austria,norris,21,British,71191.02,26474,3,71,McLaren,British,1,0
2019-05-12,5,2,2019,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,giovinazzi,25,Italian,87850.52,22944,16,66,Alfa Romeo,Swiss,1.5,0
2013-09-08,9,3,2013,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,maldonado,28,Venezuelan,89857.3,25397,14,53,Williams,British,1,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,sirotkin,22,Russian,103475.4,23219.5,15,56,Williams,British,1.5,0
2019-10-13,10,4,2019,05:10:00,Suzuka Circuit,Suzuka,Japan,sainz,25,Spanish,95689.54,23476,5,52,McLaren,British,1,0
2013-05-12,5,2,2013,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,button,33,British,91456.09,19098.67,8,66,McLaren,British,2,0
2014-11-23,11,4,2014,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,alonso,33,Spanish,109607.9,21843.5,9,55,Ferrari,Italian,1.5,0
2024-06-30,6,2,2024,13:00:00,Red Bull Ring,Spielberg,Austria,ricciardo,34,Australian,72168.55,21297.5,9,71,RB F1 Team,Italian,1.5,0
2018-10-28,10,4,2018,19:10:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,max_verstappen,21,Dutch,83223.25,22131.5,1,71,Red Bull,Austrian,1.5,0
2019-04-28,4,2,2019,12:10:00,Baku City Circuit,Baku,Azerbaijan,norris,19,British,110062.9,20949.5,8,51,McLaren,British,1.5,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,alonso,32,Spanish,84707.18,19171.33,5,67,Ferrari,Italian,2,0
2020-10-11,10,4,2020,13:10:00,Nürburgring,Nürburg,Germany,leclerc,22,Monegasque,96340.91,22835.5,7,60,Ferrari,Italian,1.5,0
2023-09-03,9,3,2023,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,zhou,24,Chinese,88260.92,25177.5,14,51,Alfa Romeo,Swiss,1.5,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,ricciardo,25,Australian,84708.41,19092,6,67,Red Bull,Austrian,2,0
2017-04-16,4,2,2017,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,hamilton,32,British,98947.97,30684.5,2,57,Mercedes,German,1.5,0
2022-05-08,5,2,2022,19:30:00,Miami International Autodrome,Miami,USA,tsunoda,21,Japanese,100077.3,19244,12,57,AlphaTauri,Italian,1.5,0
2021-11-14,11,4,2021,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,max_verstappen,24,Dutch,78216.16,20302.75,2,71,Red Bull,Austrian,2.5,0
2022-03-20,3,1,2022,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,sainz,27,Spanish,102792.7,24463.67,2,57,Ferrari,Italian,2,0
2024-04-21,4,2,2024,07:00:00,Shanghai International Circuit,Shanghai,China,norris,24,British,108327.3,22161,2,56,McLaren,British,1,0
2022-03-20,3,1,2022,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,norris,22,British,103682.8,25636.67,15,57,McLaren,British,2,0
2023-06-04,6,2,2023,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,leclerc,25,Monegasque,81096.35,22390.5,11,66,Ferrari,Italian,1.5,0
2014-11-09,11,4,2014,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,alonso,33,Spanish,76964.24,23163,6,71,Ferrari,Italian,2,0
2021-09-05,9,3,2021,13:00:00,Circuit Park Zandvoort,Zandvoort,Netherlands,bottas,32,Finnish,75859.09,20301.5,3,72,Mercedes,German,1.5,0
2019-06-09,6,2,2019,18:10:00,Circuit Gilles Villeneuve,Montreal,Canada,vettel,31,German,76367.74,23782,2,70,Ferrari,Italian,1,0
2018-04-15,4,2,2018,06:10:00,Shanghai International Circuit,Shanghai,China,sainz,23,Spanish,103074,23526,9,56,Renault,French,1.5,0
2020-08-30,8,3,2020,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,leclerc,22,Monegasque,116447.3,27889,14,44,Ferrari,Italian,1.5,0
2013-10-13,10,4,2013,06:00:00,Suzuka Circuit,Suzuka,Japan,gutierrez,22,Mexican,99640.21,23535.5,7,53,Sauber,Swiss,1.5,0
2022-08-28,8,3,2022,13:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,vettel,35,German,118886.4,23027.5,8,44,Aston Martin,British,1.5,0
2023-05-07,5,2,2023,19:30:00,Miami International Autodrome,Miami,USA,max_verstappen,25,Dutch,92249.84,22688,1,57,Red Bull,Austrian,1,0
2024-03-02,3,1,2024,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,sainz,29,Spanish,97014.95,24170,3,57,Ferrari,Italian,1.5,0
2022-11-13,11,4,2022,18:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,hamilton,37,British,83317.93,23748,2,71,Mercedes,German,1.5,0
2015-10-25,10,4,2015,19:00:00,Circuit of the Americas,Austin,USA,ricciardo,26,Australian,119751.3,25582,10,56,Red Bull,Austrian,2,0
2014-07-27,7,3,2014,12:00:00,Hungaroring,Budapest,Hungary,kevin_magnussen,21,Danish,98050.33,22679,12,70,McLaren,British,1.5,0
2019-11-17,11,4,2019,17:10:00,Autódromo José Carlos Pace,São Paulo,Brazil,grosjean,33,French,78998.95,23623.5,13,71,Haas F1 Team,American,1.5,0
2013-03-24,3,1,2013,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,perez,23,Mexican,107304.3,21295.25,9,56,McLaren,British,2.5,0
2020-08-02,8,3,2020,13:10:00,Silverstone Circuit,Silverstone,UK,sainz,25,Spanish,102589.5,32382.5,13,52,McLaren,British,1.5,0
2015-06-21,6,2,2015,12:00:00,Red Bull Ring,Spielberg,Austria,stevens,23,British,109759,0,18,1,Manor Marussia,British,,0
2014-07-20,7,3,2014,12:00:00,Hockenheimring,Hockenheim,Germany,kvyat,20,Russian,86628.55,20282,20,44,Toro Rosso,Italian,1.5,0
2016-07-24,7,3,2016,12:00:00,Hungaroring,Budapest,Hungary,button,36,British,89144.2,20477.67,22,60,McLaren,British,2,0
2018-05-13,5,2,2018,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,ocon,21,French,92885.05,47910,16,38,Force India,Indian,1,0
2013-08-25,8,3,2013,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,pic,23,French,121446.8,0,22,8,Caterham,Malaysian,,0
2017-07-30,7,3,2017,12:00:00,Hungaroring,Budapest,Hungary,resta,31,British,88969.98,22399,18,60,Williams,British,1,0
2019-11-03,11,4,2019,19:10:00,Circuit of the Americas,Austin,USA,kubica,34,Polish,106325.5,24164,19,31,Williams,British,1,0
2023-07-09,7,3,2023,14:00:00,Silverstone Circuit,Silverstone,UK,ocon,26,French,95150.11,0,20,9,Alpine F1 Team,French,,0
2022-09-11,9,3,2022,13:00:00,Autodromo Nazionale di Monza,Monza,Italy,ricciardo,33,Australian,88488.53,25164,17,45,McLaren,British,1,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,wehrlein,21,German,90848,25962,20,26,Manor Marussia,British,1,0
2021-09-26,9,3,2021,12:00:00,Sochi Autodrom,Sochi,Russia,mick_schumacher,22,German,104443,29996,20,32,Haas F1 Team,American,1,0
2020-07-19,7,3,2020,13:10:00,Hungaroring,Budapest,Hungary,latifi,25,Canadian,89580.32,26773.4,19,65,Williams,British,3,0
2017-04-16,4,2,2017,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,kevin_magnussen,24,Danish,100029.6,0,19,8,Haas F1 Team,American,,0
2014-06-22,6,2,2014,12:00:00,Red Bull Ring,Spielberg,Austria,vettel,26,German,79473.77,25612.5,21,34,Red Bull,Austrian,1.5,0
2014-03-30,3,1,2014,08:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,sutil,31,German,111436.6,25745.5,18,32,Sauber,Swiss,1.5,0
2015-07-05,7,3,2015,12:00:00,Silverstone Circuit,Silverstone,UK,sainz,20,Spanish,104514.8,29393,14,31,Toro Rosso,Italian,1,0
2017-06-11,6,2,2017,18:00:00,Circuit Gilles Villeneuve,Montreal,Canada,max_verstappen,19,Dutch,90710.1,0,18,10,Red Bull,Austrian,,0
2018-04-08,4,2,2018,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,ricciardo,28,Australian,98684,0,20,1,Red Bull,Austrian,,0
2015-07-05,7,3,2015,12:00:00,Silverstone Circuit,Silverstone,UK,ricciardo,26,Australian,110392.4,35852,15,21,Red Bull,Austrian,1.5,0
2023-03-05,3,1,2023,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,piastri,21,Australian,103275.8,0,20,13,McLaren,British,,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,rosberg,29,German,120322.2,0,21,13,Mercedes,German,,0
2015-04-19,4,2,2015,15:00:00,Bahrain International Circuit,Sakhir,Bahrain,max_verstappen,17,Dutch,104470.7,33281.5,18,34,Toro Rosso,Italian,1.5,0
2021-05-09,5,2,2021,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,tsunoda,20,Japanese,88196.5,0,20,6,AlphaTauri,Italian,,0
2013-03-17,3,1,2013,06:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,rosberg,27,German,95153.8,22274,20,26,Mercedes,German,1,0
2015-07-26,7,3,2015,12:00:00,Hungaroring,Budapest,Hungary,sainz,20,Spanish,94273.59,20368,17,60,Toro Rosso,Italian,2.5,0
2017-10-29,10,4,2017,19:00:00,Autódromo Hermanos Rodríguez,Mexico City,Mexico,hulkenberg,30,German,83697.38,22587,19,24,Renault,French,1,0
2014-09-21,9,3,2014,12:00:00,Marina Bay Street Circuit,Marina Bay,Singapore,gutierrez,23,Mexican,120877.9,33679,20,17,Sauber,Swiss,1,0
2015-06-21,6,2,2015,12:00:00,Red Bull Ring,Spielberg,Austria,sainz,20,Spanish,83690.31,27638,16,35,Toro Rosso,Italian,1,0
2018-11-25,11,4,2018,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,raikkonen,39,Finnish,141122.8,0,19,6,Ferrari,Italian,,0
2023-07-02,7,3,2023,13:00:00,Red Bull Ring,Spielberg,Austria,hulkenberg,35,German,82047.91,19334.5,20,12,Haas F1 Team,American,1.5,0
2022-05-22,5,2,2022,13:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,zhou,22,Chinese,91984.68,23109,19,28,Alfa Romeo,Swiss,1,0
2018-11-25,11,4,2018,13:10:00,Yas Marina Circuit,Abu Dhabi,UAE,ericsson,28,Swedish,117767,0,18,24,Sauber,Swiss,,0
2021-11-14,11,4,2021,17:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,ricciardo,32,Australian,81377.84,20306,19,49,McLaren,British,2,0
2019-09-29,9,3,2019,11:10:00,Sochi Autodrom,Sochi,Russia,vettel,32,German,104974.2,29860,18,26,Ferrari,Italian,1,0
2018-07-29,7,3,2018,13:10:00,Hungaroring,Budapest,Hungary,max_verstappen,20,Dutch,85611.8,0,19,5,Red Bull,Austrian,,0
2016-10-02,10,4,2016,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,kevin_magnussen,23,Danish,113059,30679,20,17,Renault,French,1,0
2019-07-28,7,3,2019,13:10:00,Hockenheimring,Hockenheim,Germany,norris,19,British,99179.6,20822,18,25,McLaren,British,1.5,0
2019-09-01,9,3,2019,13:10:00,Circuit de Spa-Francorchamps,Spa,Belgium,sainz,25,Spanish,194682,59291,19,1,McLaren,British,1,0
2017-10-08,10,4,2017,05:00:00,Suzuka Circuit,Suzuka,Japan,stroll,18,Canadian,100663.1,23105.5,16,45,Williams,British,1.5,0
2013-06-30,6,2,2013,12:00:00,Silverstone Circuit,Silverstone,UK,perez,23,Mexican,109371.6,24812,20,46,McLaren,British,1.5,0
2015-03-15,3,1,2015,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,raikkonen,35,Finnish,97947.9,24935,12,40,Ferrari,Italian,1.5,0
2018-03-25,3,1,2018,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,kevin_magnussen,25,Danish,91430.32,21983,17,22,Haas F1 Team,American,1,0
2013-05-12,5,2,2013,12:00:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,garde,28,Dutch,99912.66,21857.5,21,21,Caterham,Malaysian,1.5,0
2017-11-26,11,4,2017,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,sainz,23,Spanish,105183.3,21956,19,31,Renault,French,1,0
2018-06-24,6,2,2018,14:10:00,Circuit Paul Ricard,Le Castellet,France,alonso,36,Spanish,105281.8,25288.5,16,50,McLaren,British,1.5,0
2018-04-08,4,2,2018,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,raikkonen,38,Finnish,98106.54,25018,18,35,Ferrari,Italian,1,0
2013-04-14,4,2,2013,07:00:00,Shanghai International Circuit,Shanghai,China,webber,36,Australian,106630.5,24121.5,20,15,Red Bull,Austrian,1.5,0
2016-10-23,10,4,2016,19:00:00,Circuit of the Americas,Austin,USA,raikkonen,37,Finnish,106651.3,24406,19,38,Ferrari,Italian,2,0
2019-09-08,9,3,2019,13:10:00,Autodromo Nazionale di Monza,Monza,Italy,sainz,25,Spanish,86497.26,27010,20,27,McLaren,British,1,0
2018-03-25,3,1,2018,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,grosjean,31,French,91369.91,23054,16,24,Haas F1 Team,American,1,0
2020-07-05,7,3,2020,13:10:00,Red Bull Ring,Spielberg,Austria,raikkonen,40,Finnish,75110.49,22399,14,53,Alfa Romeo,Swiss,1.5,0
2019-03-17,3,1,2019,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,grosjean,32,French,91720.76,29981,18,29,Haas F1 Team,American,1,0
2022-07-03,7,3,2022,14:00:00,Silverstone Circuit,Silverstone,UK,ocon,25,French,182210.4,1490551,15,37,Alpine F1 Team,French,1.5,0
2018-10-21,10,4,2018,18:10:00,Circuit of the Americas,Austin,USA,ricciardo,29,Australian,101608.8,0,16,8,Red Bull,Austrian,,0
2016-07-03,7,3,2016,12:00:00,Red Bull Ring,Spielberg,Austria,alonso,34,Spanish,75722.53,19940.25,18,64,McLaren,British,2.5,0
2016-09-04,9,3,2016,12:00:00,Autodromo Nazionale di Monza,Monza,Italy,kvyat,22,Russian,91658.25,24773,19,36,Toro Rosso,Italian,1.5,0
2017-06-25,6,2,2017,13:00:00,Baku City Circuit,Baku,Azerbaijan,kvyat,23,Russian,110943.3,0,19,9,Toro Rosso,Italian,,0
2022-03-27,3,1,2022,17:00:00,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,bottas,32,Finnish,104390.9,22635.5,15,36,Alfa Romeo,Swiss,1.5,0
2017-10-01,10,4,2017,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,massa,36,Brazilian,98746.55,23791,9,55,Williams,British,1,0
2022-07-10,7,3,2022,13:00:00,Red Bull Ring,Spielberg,Austria,bottas,32,Finnish,72632.67,23477.5,11,70,Alfa Romeo,Swiss,1.5,0
2021-08-01,8,3,2021,13:00:00,Hungaroring,Budapest,Hungary,raikkonen,41,Finnish,108699.4,387731,10,69,Alfa Romeo,Swiss,2.5,0
2024-06-30,6,2,2024,13:00:00,Red Bull Ring,Spielberg,Austria,bottas,34,Finnish,72602.47,21954.5,16,70,Sauber,Swiss,1.5,0
2020-10-25,10,4,2020,12:10:00,Autódromo Internacional do Algarve,Portimão,Portugal,albon,24,Thai,83585.37,26084.5,12,65,Red Bull,Austrian,1.5,0
2019-06-30,6,2,2019,13:10:00,Red Bull Ring,Spielberg,Austria,kvyat,25,Russian,71253.12,25091,17,70,Toro Rosso,Italian,1,0
